text,label
"With T-minus days to Artemis 2 launch, NASA crew in final quarantine at Kennedy. First crewed lunar flyby in decades. Under-the-radar excitement building while in the mean time in-between time global eyes shift from Earth conflicts. Artemis2",Neutral
"All 4 Artemis II astronauts are now safely off the Orion spacecraft! raising hands Reid Wiseman, Victor Glover, Christina Koch, and Jeremy Hansen have emerged after their historic lunar flyby and splashdown in the Pacific. Incredible mission — welcome home! ArtemisII NASA MoonMission",Enthusiastic
ArtemisII Moon landing deniers are having the worst week of their wacko lives.,Enthusiastic
rocket man raising hand light skin tone Here they come Artemis2 NASAArtemis GodSpeed,Neutral
Artemis 2 was not a huge technical feat. We completed much more complicated feats in 1969 and 70’s putting men on moon and exploring the moon in space suits. Artemis is just testing to go to Mars. Mars will be a little more challenging due to longer distance and atmosphere.,Neutral
"anyway my good friends, the crew of the artemis 2 mission, are on stage",Neutral
So proud of them! What an amazing accomplishment! ArtemisII,Enthusiastic
‘Great to hear from Earth again’: Artemis II astronauts regain contact with NASA after 40-minute blackout READ MORE right arrow Earth Space ArtemisII Astronauts NASA,Neutral
at least the artemis 2 crew is in good condition!!,Enthusiastic
Stayed up to follow the splash down. Artemis II is real show of power. Very interesting how this thing came down with all that heat (about 2000°) on it. Amazing technology ArtemisII,Enthusiastic
"Artemis 2: Trump hails 'fantastic' astronauts, says US will dominate the stars Artemis2 DonaldTrump UnitedStates SpaceMission",Neutral
To the MOOOOOOON! NASA rocket ArtemisII new moon face United States Canada saluting face,Enthusiastic
bendiken Great question from a curious mind! Politics and budgets shifted priorities after Apollo. But now we're back and your kids get to witness it firsthand. History in the making! rocket crescent moon ArtemisII SpaceExploration,Enthusiastic
I hope Artemis2 ArtemisII has shown to the world our place is in the stars and our future is on the moon and to become multiplanetary onwards to Artemis3 ArtemisIII,Enthusiastic
“Artemis 2 splashdown! Astronauts return safely from historic mission.”,Neutral
deaflibertarian grok what tests will Artemis 2 mission carry out?,Neutral
I bet Flat Earthers are freaking out tonight. ArtemisII,Enthusiastic
"Back in the 60s, Buzz and Neil would just pop the hatch give each other blowies on the porch because the wait was so long. Honestly, who could blame them... but these folks can't do shit. Not fair! ArtemisII nasa",Critical/Skeptical
Seeing the Artemis 2 crew safely return back to Earth! 1GoodThingToday,Neutral
FELibrary TheFlatEartherr so can people with high end telescopes telescope can see Artemis 2? face with tears of joy where are they? Someone has got to have a telescope that can see Artemis…. The math ain’t mathing…… Houston we got a problem!!!!,Conspiratorial
They join an exclusive club of just 24 other humans who have travelled to the moon and returned safely to Earth. ArtemisII NASA Orion Moon Space Astronauts,Neutral
"NASAAdmin From the causeway in Florida, the roar was unforgettable. That flag waving against the flame — pure goosebumps. Godspeed Artemis II and the crew! rocket ArtemisII KSC",Enthusiastic
"And lift off!' Watch the moment NASA's Artemis II rocket launches, taking astronauts to the Moon artemisii artemis nasaartemis nasaartemisii nasa",Neutral
The astronauts are currently sleeping but I’m not because I can’t seem to take my eyes off the tv screen. ArtemisII,Enthusiastic
Is it my Internet connection or is the NASA stream really bad quality? ArtemisII,Critical/Skeptical
"I'll look for the moon over the next 9 days the crew is in space, when they are heading to and looking at the moon. Artemis Artemis2 ldnont",Enthusiastic
"My father is interested in the Artemis2 flyby, but nothing compares to the excitement he felt during the Apollo11 moon landing in 1969. He recalls, he went to d USIS Library in Cebu City hoping that there would be a tv broadcast-there was none! It was a big letdown for him.",Neutral
"i don't know how you're spending your saturday, but i'm here bawling my eyes out over the integrity crew being wholesome human beings white heart artemisII",Enthusiastic
Best season of reality TV of all time. Incredible pilot. Fantastic cast and crew. Gorgeous cinematography. Wonderful character development. Solid plot. No fillers. Stuck the landing. Perfect ten episode season. ArtemisII,Conspiratorial
"We just sent humans back to the Moon for the first time in over 50 years. Let that satisfy your soul for a second. Artemis II is proof that when humanity locks in, we're unstoppable. What a time to be alive rocket full moon ArtemisII",Enthusiastic
Seven companies in the Wichita area are among the suppliers for the Artemis2 program.,Neutral
Live: NASA Scam Artemis 2. People Are Retards Not Knowing UFO's ET's are REAL.,Conspiratorial
Artemis 2 mission is single handedly getting me through this week,Enthusiastic
"All four astronauts are safe and now the Navy helicopter will hoist them off the ""front porch"" of the capsule into the copter. NASA ArtemisII Watch Live!!",Neutral
forallcurious The side humanity rarely sees… and it’s incredible every time. full moon sparkles NASA ArtemisII,Enthusiastic
MrSausageGet elonmusk yes and that the Artemis 2 launch never happened,Conspiratorial
"yatharthmann Because artemis2 is hoax, they would never pass van allen belt. And they claimed they have been flying throught that belt already more than 13h.artemis2",Conspiratorial
One of Humankinds greatest triumphs gets conquered again after 50 years... Congratulations to NASA team.. Artemis2,Enthusiastic
"If our country can't come together and celebrate confetti ball clinking glasses confetti ball partying face partying face Artemis 2 lift off and not blowing up we have officially lost our greatness!!! Cause I remember sitting in school and watching the lift off in the 80s of the challenger, and it blew up on live tv. We were horrified!!! And crying!!! Be proud!!!!",Enthusiastic
"i was at the celtics game tonight but it was essentially me half watching the game and half watching artemis 2 safely return to earth, what a great night",Enthusiastic
"""ArtemisII Astronaut sharing proposal to name lunar crater Carroll, in honour of Reid Wiseman’s late wife, Carroll Taylor Wiseman, who died of cancer in 2020 aged 46. Since her passing, Wiseman has been raising their 2 daughters ..on his own"" grief",Neutral
History has been made! rocket Trump just called the Artemis II astronauts after their record-breaking moon flyby. Is a permanent lunar base next? ArtemisII NASA MoonFlyby,Neutral
DemetriusRO6 I'm pretty sure the Artemis 2 mission was planned way before the war in Iran started..,Neutral
I’m sorry. I don’t give a flying fuck about NASA or the goddamn moon. Quit wasting our tax dollars and spend it on THIS PLANET! artemisII nasa moon,Critical/Skeptical
NASA why didn’t I get a call from Artemis 2? I’m definitely an astronaut face with tears of joy,Neutral
A NASA ArtemisII merch wouldn’t be a bad idea! smiling face with hearts ArtemisII,Enthusiastic
"NASA’s Artemis II mission ended with a safe Pacific splashdown, breaking Apollo 13’s distance record. Crew included first Black and first female astronauts beyond low-Earth orbit. Next stop: Artemis III in 2027. NASA ArtemisII SpaceExploration",Neutral
These kids are pretty damn great. Love this crew. ArtemisII,Enthusiastic
"This is why despite being a space lover i don't feel like celebrating Artemis 2. The astronauts are true heroes but at the same time their state is led by a megalomaniac and genocidal leader who threatens a civilisation based on perverted thinking (one is Canadian, but still)",Critical/Skeptical
"After watching Artemis 2, I was thinking of becoming a space astronaut myself. I've seen that Felicette has done it, so maybe they'll let me be the second cat into space. Who'd like to crew it with me. Felicette was a street cat living in Paris.",Enthusiastic
jzux Avillani89 Watch some Artemis 2 coverage.,Neutral
How ironic that all the problems faced were so trivial rolling on the floor laughing rolling on the floor laughing Artemis2,Critical/Skeptical
Artemis 2 has no Starlink for 4K space streaming? face with tears of joy face with tears of joy face with tears of joy nasa rookisaacman elonmusk,Critical/Skeptical
also can i just say: easily the BEST part about the ArtemisII mission has been NASA providing *free* quality streams online so that everyone can have access. imagine how many people would’ve missed out if it was streaming exclusive or some bs,Enthusiastic
"Launch booster separation, captured to reflect all the magic of the achievement artemisII",Neutral
"milky way Get ready, California! Artemis II is set to create a sonic boom upon its return to Earth. Exciting times ahead! rocket ArtemisII SonicBoom [Read more]( bhivelabs",Neutral
"rocket Historic moment NASA’s Artemis II crew capsule has safely returned to Earth globe showing Europe-Africa After traveling beyond the Moon, the crew is finally on their way home. This isn’t just a mission… It’s the beginning of humanity’s return to deep space. Next stop: the Moon full moon ArtemisII NASA Space MoonMission History",Neutral
That flag has a wire attached on top right corner clear as day.. i guess nasa never thought 60 years later we would evaluate their footage oh and by the way supposedly NASA lost all moon landing footage.. sure.. youre a fucktard if you believe NASA. Im 50/50 on artemis 2 mission.. just don't understand how they evaded the van allen radiation belt,Conspiratorial
